url,trade1h,buy1h,sell1h,buyPercentage,sellPercentage,minimum_trades_met,sell_condition_over,uniqueWallet1hr,v24USD,watch,view24h,liquidity,links,address
https://dexscreener.com/solana/4fdzmFns1pCD63Hx2deXTMi6Kjjw1nnbw6wnKN6GedYk,23,9,14,39.130434782608695,60.86956521739131,True,True,0,113710.72085245149,,61,1901.9636634423207,[],4fdzmFns1pCD63Hx2deXTMi6Kjjw1nnbw6wnKN6GedYk
https://dexscreener.com/solana/4tYLw4tTcZbR3tscoFLkZ7YjBgikpQsjZLe1gdeCJ3eH,607,268,339,44.15156507413509,55.84843492586491,True,True,0,97072.1943524323,4,444,6756.697160111254,[],4tYLw4tTcZbR3tscoFLkZ7YjBgikpQsjZLe1gdeCJ3eH
https://dexscreener.com/solana/7gK78WG7YC9sZSfPFxKJQNpL1ZPAaujybUvSnYSnCwP3,12,10,2,83.33333333333334,16.666666666666664,True,True,0,83636.41773647882,,192,2751.5829908735577,[],7gK78WG7YC9sZSfPFxKJQNpL1ZPAaujybUvSnYSnCwP3
https://dexscreener.com/solana/5mqDokGjaHGskLhbF6PLpsGoTPRkahw7tn2QrjrE6pKD,40,28,12,70.0,30.0,True,True,0,79730.66818640847,,68,12016.831238552853,[],5mqDokGjaHGskLhbF6PLpsGoTPRkahw7tn2QrjrE6pKD
https://dexscreener.com/solana/EUaJ1cMr1vCGdYjogxFd3NmEvHa77zYKQYznQDePKwYp,11,6,5,54.54545454545454,45.45454545454545,True,True,0,71930.27919177906,,242,6295.412482778083,"[{'twitter': 'https://twitter.com/WorldsOfMemes'}, {'telegram': 'https://t.me/WorldsOfMemes'}, {'website': 'https://worldsofmemes.com/'}]",EUaJ1cMr1vCGdYjogxFd3NmEvHa77zYKQYznQDePKwYp
https://dexscreener.com/solana/GA6WTrxPTS1dxuuvgibytpYCMsAzG4naekz5jkiVxsHA,582,278,304,47.766323024054984,52.23367697594502,True,True,0,61911.04576344915,1,81,0.0,[],GA6WTrxPTS1dxuuvgibytpYCMsAzG4naekz5jkiVxsHA
https://dexscreener.com/solana/5fLmQ43JKE9moNLfpH7RwbZLXP2tppABaaYJdTzcbkhu,161,57,104,35.40372670807454,64.59627329192547,True,True,0,50493.08778108777,1,190,1818.4047468552426,"[{'website': 'https://www.ape420.fun'}, {'telegram': 'https://t.me/APE420_SOL'}, {'telegram': 'https://t.me/+iBCAVgtajRE3MTJl'}, {'twitter': 'https://twitter.com/Ape420_OnSol'}]",5fLmQ43JKE9moNLfpH7RwbZLXP2tppABaaYJdTzcbkhu
https://dexscreener.com/solana/8iGScvYkacn66rgGHsDRxPByYAFayHeGApm3oJk5miZ8,864,396,468,45.83333333333333,54.166666666666664,True,True,0,44690.96639192728,,62,3943.239126752077,"[{'telegram': 'https://t.me/KONG420SOL'}, {'twitter': 'https://twitter.com/KONG420SOL'}, {'website': 'https://kong-420.com/home'}]",8iGScvYkacn66rgGHsDRxPByYAFayHeGApm3oJk5miZ8
https://dexscreener.com/solana/7izfaeDo2axG4bWd6N5Nh9fuwfQbh4ieZLBW6CsDVTBy,12,10,2,83.33333333333334,16.666666666666664,True,True,0,44130.0780721503,,235,2824.0337408225178,"[{'telegram': 'https://t.me/BakedCatSol'}, {'twitter': 'https://twitter.com/BakedCatSol'}, {'website': 'http://bakedcat.site/'}]",7izfaeDo2axG4bWd6N5Nh9fuwfQbh4ieZLBW6CsDVTBy
https://dexscreener.com/solana/EaMqyRAvQtVi1jxzmeYJfUTyqw6xLa6HYjkBJvUmsNEr,38,12,26,31.57894736842105,68.42105263157895,True,True,0,36380.45128113984,,78,2787.0945652030523,"[{'twitter': 'https://twitter.com/CBDonSOL'}, {'telegram': 'https://t.me/CBDonSOL'}, {'website': 'https://cbdonsol.com/'}]",EaMqyRAvQtVi1jxzmeYJfUTyqw6xLa6HYjkBJvUmsNEr
https://dexscreener.com/solana/5FKbLktpuegEs3ZonV1qqMKQTSPAhEzCRZ7E9A7pfrtQ,12,6,6,50.0,50.0,True,True,0,33673.58381277151,,73,3134.09711685573,[],5FKbLktpuegEs3ZonV1qqMKQTSPAhEzCRZ7E9A7pfrtQ
https://dexscreener.com/solana/6DyABHzbp5LD9p9Hj88V4tWm9yVAd1q9QJDZCBoQfBJv,602,270,332,44.85049833887043,55.14950166112956,True,True,0,27976.024875759547,,53,1802.3673188642285,[{'telegram': 'https://t.me/asstonkurtzer'}],6DyABHzbp5LD9p9Hj88V4tWm9yVAd1q9QJDZCBoQfBJv
https://dexscreener.com/solana/HMaLDzwLjfAMXpKFNHr9oD17stegGcaytV7Sc5LemkSk,146,57,89,39.04109589041096,60.95890410958904,True,True,0,27482.04096655736,,67,2504.4107002267474,[],HMaLDzwLjfAMXpKFNHr9oD17stegGcaytV7Sc5LemkSk
https://dexscreener.com/solana/4VPz4wVTNHPUB8A5zbyRnmFb7EDUdAJruRzH5cgmZVKe,204,79,125,38.72549019607843,61.274509803921575,True,True,0,24286.84158444448,1,46,4906.8603487416485,"[{'twitter': 'https://twitter.com/BulletBillSol'}, {'telegram': 'https://t.me/+bOZZcmaSxU40YTM1'}, {'website': 'https://bulletbillcoin.com/'}]",4VPz4wVTNHPUB8A5zbyRnmFb7EDUdAJruRzH5cgmZVKe
https://dexscreener.com/solana/AqszaKCCCdrXeMZdRmLVhswJpQnFwP78MR4NtLAh5T16,15,6,9,40.0,60.0,True,True,0,15931.723996335599,1,70,6938.512478385297,"[{'twitter': 'https://twitter.com/TrumpTimeNow'}, {'telegram': 'https://t.me/DONvsJOE'}]",AqszaKCCCdrXeMZdRmLVhswJpQnFwP78MR4NtLAh5T16
https://dexscreener.com/solana/5CCCuZ5EbMv2FpA7ur2nqd5RU3jowVVstwHGxJvc6KLK,29,19,10,65.51724137931035,34.48275862068966,True,True,0,13603.242441240069,,46,2807.356133127022,,5CCCuZ5EbMv2FpA7ur2nqd5RU3jowVVstwHGxJvc6KLK
https://dexscreener.com/solana/D7g3Z2WCNj6V5jeW1Dmw8dGBFyMqtetJWdwhbJQnyJyC,241,136,105,56.43153526970954,43.56846473029046,True,True,0,8122.556488492597,,35,1874.453309888943,[],D7g3Z2WCNj6V5jeW1Dmw8dGBFyMqtetJWdwhbJQnyJyC
https://dexscreener.com/solana/7hDjdP9YXiJNTAwbc2DZBaonaKEbDs6vEKaUjW3uUuV9,88,59,29,67.04545454545455,32.95454545454545,True,True,0,4307.301560306394,,28,0.0,"[{'website': 'https://www.cashcats.info/'}, {'twitter': 'https://twitter.com/CashCatsSol'}, {'telegram': 'https://t.me/CashCatsChannel'}]",7hDjdP9YXiJNTAwbc2DZBaonaKEbDs6vEKaUjW3uUuV9
https://dexscreener.com/solana/4aBAQnhQZt4ikJ2CZBsN8hobAr9AVt739ga988MsbjsX,229,80,149,34.93449781659388,65.06550218340611,True,True,0,9571.679168615832,,15,0.0,,4aBAQnhQZt4ikJ2CZBsN8hobAr9AVt739ga988MsbjsX
