address,lastTradeTime_EST,decimals,lastTradeUnixTime,liquidity,mc,name,symbol,v24hChangePercent,v24hUSD,token_link
Gud7Z8Y2vPBZBmsDeFVmu6XJm4967JTcTXU49PhfsFak,2024-04-21 09:01:21-04:00,6.0,1713704481,11560.879626833448,13093.816603296218,Supepeme,SUP,,202107.34350303977,https://birdeye.so/token/Gud7Z8Y2vPBZBmsDeFVmu6XJm4967JTcTXU49PhfsFak
3NotQ2nQGhT2AyqT8hhHF5r2qj6EmNGGVZAj3StKZ67x,2024-04-21 09:02:16-04:00,6.0,1713704536,4048.7257611335044,17864.755211526754,Gummy Cat,$GUMCAT,,187997.66999768282,https://birdeye.so/token/3NotQ2nQGhT2AyqT8hhHF5r2qj6EmNGGVZAj3StKZ67x
7dPXJd2TcLYAk3N8kLoNwztJ1HySu43K4SWqEPUK17WQ,2024-04-21 08:50:21-04:00,6.0,1713703821,2469.394467756434,1912.847571387334,POPPY,POPPY,,186140.1168728045,https://birdeye.so/token/7dPXJd2TcLYAk3N8kLoNwztJ1HySu43K4SWqEPUK17WQ
CJEivoP5Q3YE9cYfwhExNkJfYq2zzrhGAJMMLRAnBmZd,2024-04-21 08:59:19-04:00,4.0,1713704359,6321.065973005145,12790.490900727531,catwifcar,catwifcar,,181371.66157154983,https://birdeye.so/token/CJEivoP5Q3YE9cYfwhExNkJfYq2zzrhGAJMMLRAnBmZd
BdZniBqGGrfnyD3yHcorFBZrMyxBAhP61p1gyZk829PY,2024-04-21 08:42:00-04:00,6.0,1713703320,5798.5514215880285,3378.6030915756933,Chronic the Hemp Hog,HEMP,,181314.24129929434,https://birdeye.so/token/BdZniBqGGrfnyD3yHcorFBZrMyxBAhP61p1gyZk829PY
B1b9odj7scwbgYAqDeDbyTuVaf3URMSAYPb1q3Jkygji,2024-04-21 08:57:33-04:00,6.0,1713704253,5475.801770466964,3025.8697221838734,ChuChu The Dog,CHUCHU,,180660.32563180104,https://birdeye.so/token/B1b9odj7scwbgYAqDeDbyTuVaf3URMSAYPb1q3Jkygji
4ECa2CaPcoVS4V3azTCejtimaoswvm8DDWGF4FLmozLR,2024-04-21 09:01:40-04:00,6.0,1713704500,2473.723902185987,1956.8100828645836,Bird Dog,BIRDD,,175086.54351968662,https://birdeye.so/token/4ECa2CaPcoVS4V3azTCejtimaoswvm8DDWGF4FLmozLR
494xMkFGfMdd5rXzYKAbEKJAUK1REVuH4zJizwvoHCwt,2024-04-21 09:02:04-04:00,6.0,1713704524,14202.816071001638,18351.666114423133,Jawn MaCafe,WHACKD,,153072.75791734632,https://birdeye.so/token/494xMkFGfMdd5rXzYKAbEKJAUK1REVuH4zJizwvoHCwt
2b7RGihDMUqLyY5jCniQF2dLsBNndTrurD3TkRgAd8nF,2024-04-21 08:29:06-04:00,9.0,1713702546,7517.149692573558,12507.925211259684,Jeo Highden,HIGHDEN,,150580.87997039047,https://birdeye.so/token/2b7RGihDMUqLyY5jCniQF2dLsBNndTrurD3TkRgAd8nF
6VquR14auARfkMD3Xzb91GuSP3YPruT7kssWCem5Y8nh,2024-04-21 08:47:51-04:00,6.0,1713703671,2826.361807824732,2110.292578325121,Piano Yasin,SPACEX,,147204.43357879226,https://birdeye.so/token/6VquR14auARfkMD3Xzb91GuSP3YPruT7kssWCem5Y8nh
Gvp3snjf83GxWGbbaCnr2oxabAse9Y9C7qKnmpELz7N8,2024-04-21 08:34:49-04:00,9.0,1713702889,2434.620434226694,1842.026143802007,Book of Gummy,BOG,,146015.91918998427,https://birdeye.so/token/Gvp3snjf83GxWGbbaCnr2oxabAse9Y9C7qKnmpELz7N8
3WzcGdbSCbs8Y2UKy7gYv3epvHgj8Xi99yfKtBmtczaR,2024-04-21 08:45:13-04:00,9.0,1713703513,8259.862513518505,14824.668517766911,DONT SHARE PLEASE,369,,145195.74757831093,https://birdeye.so/token/3WzcGdbSCbs8Y2UKy7gYv3epvHgj8Xi99yfKtBmtczaR
8EAHC13yTmwYFtazFsmiuvvXTGUMsYxzSUXGzYeZE984,2024-04-21 08:34:09-04:00,9.0,1713702849,2518.5847444215633,1731.5133674200054,Chooch and Cheng,CHONG,,137579.19630981248,https://birdeye.so/token/8EAHC13yTmwYFtazFsmiuvvXTGUMsYxzSUXGzYeZE984
5xCrCQaiVWkRL7qsUxPBw56ZpbUXPxwshG7nbzVFuAz,2024-04-21 08:40:01-04:00,6.0,1713703201,7603.90133465858,5119.0068499615145,Get Money Nigga,$miles,,136528.9715518753,https://birdeye.so/token/5xCrCQaiVWkRL7qsUxPBw56ZpbUXPxwshG7nbzVFuAz
Bp4SPmLKEbNF1UhnHjHmg2iuuDtafREM5aEz4gtU2aGW,2024-04-21 08:59:56-04:00,6.0,1713704396,7213.870665314873,5054.695031577472,baa,baa,,136253.59533094,https://birdeye.so/token/Bp4SPmLKEbNF1UhnHjHmg2iuuDtafREM5aEz4gtU2aGW
HbYxhNYbLeMRPdin3QZvp7ca5HeEZXJNXAskvVjg6Aea,2024-04-21 09:01:41-04:00,3.0,1713704501,23671.976633137594,14521.782363448072,👻 PESU THE PEPE SOUL,PESU,,136123.49229906377,https://birdeye.so/token/HbYxhNYbLeMRPdin3QZvp7ca5HeEZXJNXAskvVjg6Aea
9irAyMcsQSemhFiiSCZi6gFyQVsSWCKZgQT4MFd3ocdV,2024-04-21 08:53:23-04:00,6.0,1713704003,6001.192290023664,3543.5371136602957,tha offc,offc,,131134.34084712685,https://birdeye.so/token/9irAyMcsQSemhFiiSCZi6gFyQVsSWCKZgQT4MFd3ocdV
B6UApdzt3uCpmJeuv5GNXYgYkLckh1kZRp7oBAjbEpZS,2024-04-21 09:00:44-04:00,6.0,1713704444,2233.973483010465,3242.6942288660252,MARU,MARU,,128327.8330554124,https://birdeye.so/token/B6UApdzt3uCpmJeuv5GNXYgYkLckh1kZRp7oBAjbEpZS
56eiB6CQFjSmDEiQLZTjXiaHNqXLNKhpB54FTizcW3Q,2024-04-21 08:58:51-04:00,6.0,1713704331,8431.328058633624,7039.5129400407095,Yoo-Gy-Ooh,YGO,,127915.14004460763,https://birdeye.so/token/56eiB6CQFjSmDEiQLZTjXiaHNqXLNKhpB54FTizcW3Q
38Yvnxjfw4Swe5zJ6ZyvwvHtxPFhfXrftpiw8UTysjJN,2024-04-21 08:58:32-04:00,6.0,1713704312,15562.272037367122,8915.790492322745,Mirror,mirror,96.54792391653645,127299.22643729462,https://birdeye.so/token/38Yvnxjfw4Swe5zJ6ZyvwvHtxPFhfXrftpiw8UTysjJN
Fg43khi4qU91hscyHKH9GRey4hJcP2TgNmyfYTAP4p5i,2024-04-21 08:40:03-04:00,6.0,1713703203,2119.1513680307535,1412.6403243913996,The Highest Community,THC,,125559.79036937543,https://birdeye.so/token/Fg43khi4qU91hscyHKH9GRey4hJcP2TgNmyfYTAP4p5i
5p8JtJ9gaSpgjDr78bUSvaBmQj7pQCFx5Agu7Xhqag9o,2024-04-21 08:53:48-04:00,6.0,1713704028,4250.342311976579,2933.7733547446546,Evil Netanyahu,NYAHU,,124259.66361610127,https://birdeye.so/token/5p8JtJ9gaSpgjDr78bUSvaBmQj7pQCFx5Agu7Xhqag9o
Fd31Yp3okAJTBveY4D7rTyKvBg8vQZvttpeJxZx2hzo8,2024-04-21 08:42:27-04:00,9.0,1713703347,2212.5160327533868,1640.5713173189051,Boden420,BODEN420,,116277.78839592866,https://birdeye.so/token/Fd31Yp3okAJTBveY4D7rTyKvBg8vQZvttpeJxZx2hzo8
7HRFfxJdgQJTYghgve416fqDRVXUEJ72pbuF9bPBPXbA,2024-04-21 08:59:00-04:00,6.0,1713704340,7653.719196324148,5958.443381378872,DONKEH,DONKEH,,114616.0320439814,https://birdeye.so/token/7HRFfxJdgQJTYghgve416fqDRVXUEJ72pbuF9bPBPXbA
4fdzmFns1pCD63Hx2deXTMi6Kjjw1nnbw6wnKN6GedYk,2024-04-21 08:55:41-04:00,6.0,1713704141,2078.638034996587,2672.312785922785,CAT WIF WEED,CATWIFWEED,,113588.998806461,https://birdeye.so/token/4fdzmFns1pCD63Hx2deXTMi6Kjjw1nnbw6wnKN6GedYk
EHqu9zUy7NzgV3rDawSgqQHJgCq4jqCjpxchi4g9Xuur,2024-04-21 08:52:34-04:00,6.0,1713703954,5183.256794192405,5116.090467453603,juhn Wik,WIK,-89.14789952419265,112995.98590392541,https://birdeye.so/token/EHqu9zUy7NzgV3rDawSgqQHJgCq4jqCjpxchi4g9Xuur
3p8QX1F31JY2JSS3ZmHrmv2gCLR6GW6N9e9VPqUnkQx8,2024-04-21 08:36:54-04:00,6.0,1713703014,2537.7791422270475,1772.8346830472299,Snup Dug,WEED,-67.55226017258704,111032.90818476444,https://birdeye.so/token/3p8QX1F31JY2JSS3ZmHrmv2gCLR6GW6N9e9VPqUnkQx8
9HAotk75rPC3T9e57H2oKYg8rDVQpoEvuzqCRNURwwNP,2024-04-21 08:53:13-04:00,6.0,1713703993,7588.057358751243,5280.301398038509,rub,rub,,108806.516613504,https://birdeye.so/token/9HAotk75rPC3T9e57H2oKYg8rDVQpoEvuzqCRNURwwNP
8So3va8C1fcTPfHyHQ9Jovt5zAYWm9iFZYaUcbR8y5TD,2024-04-21 08:21:15-04:00,6.0,1713702075,4303.295348527872,6101.996615434688,SnoopWifBlunt,BLUNT,,103047.95981455699,https://birdeye.so/token/8So3va8C1fcTPfHyHQ9Jovt5zAYWm9iFZYaUcbR8y5TD
A9eWfMEWzpg4mDnuXgXv589bbWPYjvt1sLV78XjPKBug,2024-04-21 08:32:13-04:00,9.0,1713702733,8422.795621111563,8411.226939362308,Green Candle,GREEN,5.410691501371787e+19,101656.39119354659,https://birdeye.so/token/A9eWfMEWzpg4mDnuXgXv589bbWPYjvt1sLV78XjPKBug
6c4jH86pPjsPh2f4CbKdp5SKjSdoxph2GbPToL6QWhGh,2024-04-21 08:50:43-04:00,9.0,1713703843,18753.815657333842,17027.619961105793,Boden Wif Helmet,BIKE,,100781.91011921348,https://birdeye.so/token/6c4jH86pPjsPh2f4CbKdp5SKjSdoxph2GbPToL6QWhGh
ELPLmZmd6n29gxNotj1wexMCg6CNWLds3y7TuwPCS1SC,2024-04-21 08:59:30-04:00,9.0,1713704370,8067.238858069428,12985.62696746857,Irony Cat,IRONY,,100367.71225466472,https://birdeye.so/token/ELPLmZmd6n29gxNotj1wexMCg6CNWLds3y7TuwPCS1SC
8CmkangC389rEqALNTvN3Yns1HZQbSfDw6kD8rwZuYN,2024-04-21 08:55:48-04:00,9.0,1713704148,4602.4588194237695,5367.214267941836,Book Of Cats,BOCAT,,97507.38919816537,https://birdeye.so/token/8CmkangC389rEqALNTvN3Yns1HZQbSfDw6kD8rwZuYN
8XaQ5ky8pBrxxxLhyDYdftoNh7LoDKPviAWAEB9Re2h1,2024-04-21 08:55:56-04:00,6.0,1713704156,12500.6131257417,14395.76366785,croc cat,$croc,1428.6280500819312,97420.58516336099,https://birdeye.so/token/8XaQ5ky8pBrxxxLhyDYdftoNh7LoDKPviAWAEB9Re2h1
5jNXaeBXeBpNVJoMgmENuahHXA4vQfwaKBMYKHA2YY1i,2024-04-21 08:40:18-04:00,9.0,1713703218,2587.1984849636347,1663.2592197431677,Pineapple Express,THC,,93244.12057919813,https://birdeye.so/token/5jNXaeBXeBpNVJoMgmENuahHXA4vQfwaKBMYKHA2YY1i
CWAEFdDRsvpvM3CWBkrxcv9s1ZhyBYS929gwetxRX8vG,2024-04-21 08:21:42-04:00,9.0,1713702102,2535.1308641784,1824.824780218393,UNITED STONERS OF AMERICA,USA,,92561.2305731211,https://birdeye.so/token/CWAEFdDRsvpvM3CWBkrxcv9s1ZhyBYS929gwetxRX8vG
